NAME,PRICE,CUSINE_CATEGORY,CITY,REGION,URL,PAGE NO,CUSINE TYPE,TIMING,RATING_TYPE,RATING,VOTES,city
New Madras Cafe,200,"South Indian,Beverages",Dehradun,Dharampur,https://www.zomato.com/dehradun/new-madras-cafe-dharampur/info,17,Quick Bites,4pm to 930pm(Mon-Sun),Average,2.9,16,Dehradun
NCR Kitchen,300,"Chinese,Fast Food",Dehradun,Hathibarkala Salwala,https://www.zomato.com/dehradun/ncr-kitchen-hathibarkala-salwala/info,17,Quick Bites,930am to 9pm(Mon-Sun),Poor,2.3,28,Dehradun
Ahuja's,300,"Mithai,South Indian",Dehradun,Dharampur,https://www.zomato.com/dehradun/ahujas-1-dharampur/info,17,Sweet Shop,730am to 10pm(Mon-Sun),Average,3.4,21,Dehradun
Vikas Bakers & Confectioners,400,Bakery,Dehradun,Race Course,https://www.zomato.com/dehradun/vikas-bakers-confectioners-race-course/info,17,Bakery,7am to 1030pm(Mon-Sun),Average,3.1,4,Dehradun
Kumar Sweet Shop,250,"South Indian,North Indian,Chinese,Mithai,Street Food",Dehradun,Dharampur,https://www.zomato.com/dehradun/kumar-sweet-shop-dharampur/info,17,Quick Bites,9am to 10pm(Mon-Sun),Average,3.4,18,Dehradun
Opee's Bakers,200,"Bakery,Fast Food",Dehradun,Hathibarkala Salwala,https://www.zomato.com/dehradun/opees-bakers-hathibarkala-salwala/info,17,Quick Bites,"830am to 9pm(Mon-Sat),914am to 530pm(Sun)",Good,3.7,27,Dehradun
Singh Fast Food,150,North Indian,Dehradun,Balliwala,https://www.zomato.com/dehradun/singh-fast-food-balliwala/info,17,Quick Bites,12noon to 930pm(Mon-Sun),,NEW,NEW,Dehradun
Sangam Food Point,150,North Indian,Dehradun,Subhash Nagar,https://www.zomato.com/dehradun/sangam-food-point-subhash-nagar/info,17,Quick Bites,7am to 930pm(Mon-Sun),Average,3.4,10,Dehradun
Elloras,300,"Desserts,Bakery",Dehradun,Prem Nagar,https://www.zomato.com/dehradun/elloras-prem-nagar/info,17,Bakery,10am to 10pm(Mon-Sun),Average,3.4,18,Dehradun
Hashtag 1Way Adda,400,North Indian,Dehradun,Malsi,https://www.zomato.com/dehradun/hashtag-1way-adda-malsi/info,17,Quick Bites,930am to 915pm(Mon-Sun),Average,3.3,9,Dehradun
Vivek Restaurant,500,"North Indian,Chinese",Dehradun,Balliwala,https://www.zomato.com/dehradun/vivek-restaurant-balliwala/info,17,Casual Dining,1030am to 1030pm(Mon-Sun),Average,3.3,39,Dehradun
Doon Memories Bakers & Cafe,300,"Bakery,Chinese,Fast Food",Dehradun,Subhash Nagar,https://www.zomato.com/dehradun/doon-memories-bakers-cafe-subhash-nagar/info,17,Quick Bites,10am to 9pm(Mon-Sun),Average,3.2,15,Dehradun
Second Wife Restaurant,400,North Indian,Dehradun,Majra,https://www.zomato.com/dehradun/second-wife-restaurant-majra/info,18,none,(Mon-Sun),,NEW,NEW,Dehradun
Bondlee Cafe,300,"North Indian,Chinese",Dehradun,Subhash Nagar,https://www.zomato.com/dehradun/bondlee-cafe-subhash-nagar/info,18,Quick Bites,1030am to 930pm(Mon-Sun),,NEW,NEW,Dehradun
Kaafal,1000,"North Indian,Chinese,South Indian",Dehradun,Chironwali,https://www.zomato.com/dehradun/kaafal-chironwali/info,18,Casual Dining,11am to 10pm(Mon-Sun),Good,3.5,20,Dehradun
Sapphire,700,"North Indian,Chinese,Continental",Dehradun,Majra,https://www.zomato.com/dehradun/sapphire-majra/info,18,Bar,8am to 1030pm(Mon-Sun),Average,3.4,14,Dehradun
Muddy Bull Cafe,350,Fast Food,Dehradun,Ballupur,https://www.zomato.com/dehradun/muddy-bull-cafe-ballupur/info,18,Quick Bites,"12noon to 10pm(Mon,Wed,Thu,Fri,Sat,Sun)...",Good,3.7,33,Dehradun
Gulati Juice Corner,200,Juices,Dehradun,Karanpur,https://www.zomato.com/dehradun/gulati-juice-corner-2-karanpur/info,18,Beverage Shop,9am to 9pm(Mon-Sun),Good,3.5,19,Dehradun
Chappan Bhog,150,Mithai,Dehradun,Race Course,https://www.zomato.com/dehradun/chappan-bhog-race-course/info,18,Sweet Shop,9am to 9pm(Mon-Sun),Average,3.3,14,Dehradun
Lazeez Family Restaurant,650,"North Indian,Chinese,Mughlai,Biryani",Dehradun,Dharampur,https://www.zomato.com/dehradun/lazeez-family-restaurant-1-dharampur/info,18,Casual Dining,11am to 10pm(Mon-Sun),Average,3.4,24,Dehradun
Thee Heart,800,Chinese,Dehradun,Karanpur,https://www.zomato.com/dehradun/thee-heart-karanpur/info,18,Casual Dining,11am to 1030pm(Mon-Sun),Average,3.4,34,Dehradun
Chaupal Restaurant,500,"North Indian,Fast Food",Dehradun,Chironwali,https://www.zomato.com/dehradun/chaupal-restaurant-chironwali/info,18,Casual Dining,10am to 1030pm(Mon-Sun),Average,3.4,26,Dehradun
Chill Out Cafe,200,"North Indian,Chinese",Dehradun,Karanpur,https://www.zomato.com/dehradun/chill-out-cafe-karanpur/info,18,Quick Bites,10am to 10pm(Mon-Sun),Average,3.3,10,Dehradun
Chillies N Chimneys Restaurant - Hotel Doon Regency,700,"North Indian,Chinese",Dehradun,Race Course,https://www.zomato.com/dehradun/chillies-n-chimneys-restaurant-hotel-doon-regency-race-course/info,18,Casual Dining,1030am to 1030pm(Mon-Sun),Average,3.3,32,Dehradun
Bustan Bakers and Confectionners,200,"Bakery,Chinese,Fast Food",Dehradun,Subhash Nagar,https://www.zomato.com/dehradun/bustan-bakers-and-confectionners-subhash-nagar/info,18,Confectionery,"830am to 10pm(Mon,Tue,Wed,Thu,Sat,Sun),4pm...",Average,3.2,9,Dehradun
Tandoori Night,500,"North Indian,Chinese",Dehradun,Dharampur,https://www.zomato.com/dehradun/tandoori-night-dharampur/info,18,Casual Dining,8am to 1030pm(Mon-Sun),Average,2.8,27,Dehradun
Bookyourmeal,250,"North Indian,Chinese,Fast Food",Dehradun,Balliwala,https://www.zomato.com/dehradun/bookyourmeal-balliwala/info,18,none,9am to 12midnight(Mon-Sun),Good,3.8,36,Dehradun
Delight Bakers,200,Bakery,Dehradun,Race Course,https://www.zomato.com/dehradun/delight-bakers-race-course/info,19,Bakery,8am to 9pm(Mon-Sun),Average,3.4,25,Dehradun
Barbq Bytes,250,"North Indian,Mughlai,Kebab",Dehradun,Chironwali,https://www.zomato.com/dehradun/barbq-bytes-chironwali/info,19,none,5pm to 10pm(Mon-Sun),Good,3.5,26,Dehradun
Lock Heart Restaurant & Cafe,300,"North Indian,Fast Food,Cafe,Chinese,Continental,Beverages",Dehradun,Ballupur,https://www.zomato.com/dehradun/lock-heart-restaurant-cafe-ballupur/info,19,Casual Dining,10am to 1030pm(Mon-Sun),Average,3.1,5,Dehradun
The Free Bird Cafe,400,"Continental,Indian",Dehradun,Malsi,https://www.zomato.com/dehradun/the-free-bird-cafe-malsi/info,19,Quick Bites,9am to 10pm(Mon-Sun),Average,3.3,11,Dehradun
Pushpanjali Restaurant,200,"Chinese,North Indian",Dehradun,Majra,https://www.zomato.com/dehradun/pushpanjali-restaurant-majra/info,19,Quick Bites,730am to 1030pm(Mon-Sun),,NEW,NEW,Dehradun
Outpost,800,Chinese,Dehradun,Jakhan,https://www.zomato.com/dehradun/outpost-jakhan/info,19,Casual Dining,"1230pm to 3pm,7pm to 1030pm(Mon-Sun)",Good,3.8,30,Dehradun
Big Bro's Cafe,400,Cafe,Dehradun,Subhash Nagar,https://www.zomato.com/dehradun/big-bros-cafe-subhash-nagar/info,19,Café,12noon to 10pm(Mon-Sun),Average,3.3,18,Dehradun
UK Roll Express,100,"Rolls,Fast Food",Dehradun,Karanpur,https://www.zomato.com/dehradun/uk-roll-express-karanpur/info,19,Quick Bites,1030am to 1030pm(Mon-Sun),,NEW,NEW,Dehradun
Señorita's The Food Truck,250,Mexican,Dehradun,Rajpur,https://www.zomato.com/dehradun/señoritas-the-food-truck-rajpur/info,19,Quick Bites,"5pm to 930pm(Mon,Tue,Wed,Thu,Fri,Sun),5pm...",Average,3.4,8,Dehradun
The Munaal's Restaurant,400,"North Indian,South Indian,Chinese,Italian",Dehradun,Majra,https://www.zomato.com/themunaals/info,19,Casual Dining,7am to 1030pm(Mon-Sun),Average,3.3,10,Dehradun
Captain's cook,200,Fast Food,Dehradun,Chironwali,https://www.zomato.com/dehradun/captains-cook-chironwali/info,19,Quick Bites,11am to 1030pm(Mon-Sun),Good,3.5,9,Dehradun
Flavors of India,250,"Street Food,Fast Food",Dehradun,Balliwala,https://www.zomato.com/dehradun/flavors-of-india-balliwala/info,19,Quick Bites,4pm to 10pm(Mon-Sun),Average,3.3,17,Dehradun
Qb Lounge Bar,1500,"Mughlai,North Indian,Chinese",Dehradun,Jakhan,https://www.zomato.com/dehradun/qb-lounge-bar-jakhan/info,19,Lounge,1030am to 11pm(Mon-Sun),Good,3.6,89,Dehradun
Indiyum,300,"Continental,Fast Food",Dehradun,Jakhan,https://www.zomato.com/dehradun/indiyum-2-jakhan/info,19,Quick Bites,12noon to 930pm(Mon-Sun),Average,3.4,6,Dehradun
Shri Ambey Bikaner Mishthan Bhandar,400,"Street Food,Mithai",Dehradun,Garhi Cantt,https://www.zomato.com/dehradun/shri-ambey-bikaner-mishthan-bhandar-garhi-cantt/info,19,Sweet Shop,7am to 10pm(Mon-Sun),Average,2.9,6,Dehradun
Cafe Village Highway,500,"Cafe,Indian,Italian",Dehradun,Balliwala,https://www.zomato.com/dehradun/cafe-village-highway-1-balliwala/info,2,Café,"10am to 11pm(Mon-Sat),10pm to 11pm(Sun)",Very Good,4.0,256,Dehradun
Uncle m Hungry,550,"North Indian,Biryani,Fast Food,Chinese,Momos,Continental",Dehradun,Hathibarkala Salwala,https://www.zomato.com/dehradun/uncle-m-hungry-5-hathibarkala-salwala/info,2,Casual Dining,24,Very Good,4.1,163,Dehradun
Jalapenos,500,"Cafe,Mexican",Dehradun,Malsi,https://www.zomato.com/dehradun/jalapenos-malsi/info,2,Café,11am to 11pm(Mon-Sun),Excellent,4.5,368,Dehradun
Waffles & Crepes,300,"Cafe,French,Desserts",Dehradun,Karanpur,https://www.zomato.com/dehradun/waffles-crepes-karanpur/info,2,Café,12noon to 11pm(Mon-Sun),Very Good,4.1,159,Dehradun
Big Feast,500,"BBQ,North Indian,Chinese,Grill",Dehradun,Jakhan,https://www.zomato.com/dehradun/big-feast-2-jakhan/info,2,Casual Dining,12noon to 11pm(Mon-Sun),Very Good,4.2,416,Dehradun
South Indian Vibes Restaurant,600,South Indian,Dehradun,Karanpur,https://www.zomato.com/dehradun/south-indian-vibes-restaurant-karanpur/info,2,Casual Dining,9am to 11pm(Mon-Sun),Very Good,4.2,178,Dehradun
Dunkin Donuts,600,"Burger,Desserts,Fast Food,Beverages,Cafe",Dehradun,Pacific Mall-- Jakhan,https://www.zomato.com/dehradun/dunkin-donuts-jakhan/info,2,Quick Bites,11am to 11pm(Mon-Sun),Very Good,4.2,244,Dehradun
Punjab Di Rasoi,150,North Indian,Dehradun,Majra,https://www.zomato.com/dehradun/punjab-di-rasoi-majra/info,2,Quick Bites,"9am to 1230AM(Mon),9am to 12midnight(Tue-Sun)",Average,2.6,102,Dehradun
Mirabilia,1200,"North Indian,South Indian,Continental",Dehradun,Karanpur,https://www.zomato.com/dehradun/mirabilia-karanpur/info,2,Casual Dining,11am to 1045pm(Mon-Sun),Very Good,4.4,284,Dehradun
Pizza Italia,350,"Pizza,Fast Food",Dehradun,Karanpur,https://www.zomato.com/dehradun/pizza-italia-karanpur/info,2,Quick Bites,11am to 11pm(Mon-Sun),Good,3.7,205,Dehradun
THC- Truckers Halt Cafe,400,"American,Burger",Dehradun,Rajpur,https://www.zomato.com/dehradun/thc-truckers-halt-cafe-rajpur/info,2,Food Truck,12noon to 11pm(Mon-Sun),Very Good,4.0,88,Dehradun
Mussoorie Lights,1500,"North Indian,Continental,Italian,Mexican,Afghan",Dehradun,Chukkuwala,https://www.zomato.com/dehradun/mussoorie-lights-chukkuwala/info,2,Casual Dining,"1130am to 11pm(Mon),11am to 11pm(Tue-Wed),1pm...",Very Good,4.2,305,Dehradun
Patio Terrace,900,"North Indian,Italian,Continental,Chinese",Dehradun,Karanpur,https://www.zomato.com/dehradun/patio-terrace-karanpur/info,2,Café,7am to 11pm(Mon-Sun),Very Good,4.1,146,Dehradun
Bikanervala,550,"Street Food,Fast Food,South Indian,Mithai,Beverages",Dehradun,Hathibarkala Salwala,https://www.zomato.com/dehradun/bikanervala-hathibarkala-salwala/info,2,Quick Bites,8am to 11pm(Mon-Sun),Good,3.7,110,Dehradun
Bigway Cafe,550,"Continental,North Indian,Chinese",Dehradun,Garhi Cantt,https://www.zomato.com/dehradun/bigway-cafe-garhi-cantt/info,2,Quick Bites,10am to 11pm(Mon-Sun),Very Good,4.2,47,Dehradun
Innovation,250,Fast Food,Dehradun,Morowala,https://www.zomato.com/dehradun/innovation-morowala/info,20,Quick Bites,11am to 10pm(Mon-Sun),Average,2.9,15,Dehradun
Lords Of Barbecue,1200,"North Indian,BBQ",Dehradun,Jakhan,https://www.zomato.com/dehradun/lords-of-barbecue-jakhan/info,20,Casual Dining,1230pm to 11pm(Mon-Sun),Good,3.8,26,Dehradun
Jatt and Jaats,400,"North Indian,Chinese",Dehradun,Balliwala,https://www.zomato.com/dehradun/jatt-and-jaats-balliwala/info,20,Quick Bites,"9am to 10pm(Mon-Sat),11am to 10pm(Sun)",,NEW,NEW,Dehradun
Aaoji Khaoji Restaurant,350,North Indian,Dehradun,Jakhan,https://www.zomato.com/dehradun/aaoji-khaoji-restaurant-jakhan/info,20,Quick Bites,8am to 10pm(Mon-Sun),Average,3.4,26,Dehradun
0135 Pub & Kitchen,1200,"Continental,North Indian,Chinese,Pizza,Grill",Dehradun,Rajpur,https://www.zomato.com/dehradun/0135-pub-kitchen-rajpur/info,20,Pub,1130am to 11pm(Mon-Sun),Good,3.9,26,Dehradun
Wow Chinese,150,Chinese,Dehradun,Race Course,https://www.zomato.com/dehradun/wow-chinese-race-course/info,20,Quick Bites,6pm to 10pm(Mon-Sun),Average,3.4,18,Dehradun
Rukkbay,400,"Bakery,Beverages,Cafe,Coffee,Fast Food,Finger Food,Modern Indian",Dehradun,Kaonli,https://www.zomato.com/dehradun/rukkbay-kaonli/info,20,Quick Bites,"11am to 830pm(Mon-Sat),Closed(Sun)",Average,3.3,12,Dehradun
Eat Cake,250,Bakery,Dehradun,Ballupur,https://www.zomato.com/dehradun/eat-cake-ballupur/info,20,Bakery,930am to 630pm(Mon-Sun),Average,3.3,7,Dehradun
New Gupta Sweets Shop,200,North Indian,Dehradun,Morowala,https://www.zomato.com/dehradun/new-gupta-sweets-shop-morowala/info,20,Dhaba,6pm to 10pm(Mon-Sun),Average,3.1,4,Dehradun
Grill Inn,300,Fast Food,Dehradun,Raipur,https://www.zomato.com/dehradun/grill-inn-raipur/info,20,Food Court,11am to 10pm(Mon-Sun),Average,3.1,4,Dehradun
The Global Bakers,250,"Fast Food,Bakery",Dehradun,Ballupur,https://www.zomato.com/dehradun/the-global-bakers-ballupur/info,20,Bakery,11am to 9pm(Mon-Sun),Average,3.1,5,Dehradun
Bikaner Sweets,100,"Street Food,Mithai,Fast Food",Dehradun,Balliwala,https://www.zomato.com/dehradun/bikaner-sweets-balliwala/info,20,Sweet Shop,7am to 1030pm(Mon-Sun),Average,3.0,9,Dehradun
Kumar Sweets and Restaurant,450,"North Indian,South Indian,Chinese,Mithai",Dehradun,Chironwali,https://www.zomato.com/dehradun/kumar-sweets-and-restaurant-chironwali/info,20,Quick Bites,11am to 10pm(Mon-Sun),Average,3.0,6,Dehradun
Chandras Restaurant & Cafe,300,"North Indian,Chinese,South Indian",Dehradun,Balliwala,https://www.zomato.com/dehradun/chandras-restaurant-cafe-balliwala/info,20,Casual Dining,10am to 1030pm(Mon-Sun),Good,3.5,5,Dehradun
CAFE DELIGHT CORNER,400,"Fast Food,Chinese",Dehradun,Subhash Nagar,https://www.zomato.com/dehradun/cafe-delight-corner-subhash-nagar/info,20,Quick Bites,10am to 9pm(Mon-Sun),Average,3.2,5,Dehradun
Shree Radhey - Aap Ki Rasoi,250,Fast Food,Dehradun,Chukkuwala,https://www.zomato.com/dehradun/shree-radhey-aap-ki-rasoi-chukkuwala/info,21,Quick Bites,830am to 10pm(Mon-Sun),,NEW,NEW,Dehradun
Bhatia Sweet House,200,"Street Food,Mithai",Dehradun,Prem Nagar,https://www.zomato.com/dehradun/bhatia-sweet-house-1-prem-nagar/info,21,Sweet Shop,730am to 1030pm(Mon-Sun),Not rated,-,-,Dehradun
The Great Grand PA Cafe,450,"North Indian,Cafe",Dehradun,Paltan Bazaar,https://www.zomato.com/dehradun/the-great-grand-pa-cafe-paltan-bazaar/info,21,Quick Bites,7am to 10pm(Mon-Sun),Average,2.6,8,Dehradun
Chaat Adda,200,Street Food,Dehradun,Kaonli,https://www.zomato.com/dehradun/chaat-adda-kaonli/info,21,Quick Bites,11am to 10pm(Mon-Sun),Average,3.0,13,Dehradun
Gulab Sweets & Restaurant,600,"North Indian,Street Food,Chinese,South Indian",Dehradun,Ballupur,https://www.zomato.com/dehradun/gulab-sweets-restaurant-ballupur/info,21,Quick Bites,(Mon-Sun),Average,3.1,8,Dehradun
B & B Food,500,"North Indian,Fast Food",Dehradun,Subhash Nagar,https://www.zomato.com/dehradun/b-b-food-subhash-nagar/info,21,Casual Dining,11am to 10pm(Mon-Sun),Average,3.1,6,Dehradun
China Town,450,Chinese,Dehradun,Crossroads Mall-- Karanpur,https://www.zomato.com/dehradun/china-town-karanpur/info,21,Food Court,11am to 10pm(Mon-Sun),Average,2.7,9,Dehradun
New Venus Bakers & Sweet Corner,350,"Bakery,Fast Food",Dehradun,Krishna Nagar,https://www.zomato.com/dehradun/new-venus-bakers-sweet-corner-krishna-nagar/info,21,Bakery,11am to 10pm(Mon-Sun),Average,2.9,4,Dehradun
Down Street Momos,150,Momos,Dehradun,Hathibarkala Salwala,https://www.zomato.com/dehradun/down-street-momos-hathibarkala-salwala/info,21,Quick Bites,11am to 10pm(Mon-Sun),Average,2.8,6,Dehradun
Toss Cafe Lounge,800,Cafe,Dehradun,Chukkuwala,https://www.zomato.com/dehradun/toss-cafe-lounge-chukkuwala/info,21,Café,3pm to 1030pm(Mon-Sun),Average,3.2,12,Dehradun
Kathi Rolls,100,Fast Food,Dehradun,Khurbura,https://www.zomato.com/dehradun/kathi-rolls-khurbura/info,21,Quick Bites,12noon to 1030pm(Mon-Sun),,NEW,NEW,Dehradun
The Kebab's & Biryani,450,"North Indian,Biryani",Dehradun,Jakhan,https://www.zomato.com/dehradun/the-kebabs-biryani-jakhan/info,21,Quick Bites,12noon to 1130pm(Mon-Sun),Good,3.7,79,Dehradun
Bakery Wala,500,"South Indian,Chinese,Bakery,North Indian",Dehradun,Ballupur,https://www.zomato.com/dehradun/bakery-wala-ballupur/info,21,Quick Bites,8am to 10pm(Mon-Sun),Average,2.7,12,Dehradun
Garden Cress - Ramada Dehradun,1500,"North Indian,South Indian,Chinese,Continental",Dehradun,Ramada Dehradun,https://www.zomato.com/dehradun/garden-cress-ramada-dehradun-ballupur/info,21,Fine Dining,7am to 11pm(Mon-Sun),Very Good,4.0,51,Dehradun
Mago Food Corner,150,Fast Food,Dehradun,Ballupur,https://www.zomato.com/dehradun/mago-food-corner-ballupur/info,21,Quick Bites,11am to 10pm(Mon-Sun),Average,3.4,18,Dehradun
Bake My Way,400,"Bakery,Desserts",Dehradun,Race Course,https://www.zomato.com/dehradun/bake-my-way-race-course/info,22,Dessert Parlor,11am to 9pm(Mon-Sun),Good,3.6,11,Dehradun
The Chocolate Room,550,"Continental,Pizza,Cafe",Dehradun,Jakhan,https://www.zomato.com/dehradun/the-chocolate-room-jakhan/info,22,Quick Bites,11am to 930pm(Mon-Sun),Average,3.4,7,Dehradun
Dragon Bowl,0,"Chinese,Tibetan",Dehradun,Garhi Cantt,https://www.zomato.com/dehradun/dragon-bowl-garhi-cantt/info,22,Quick Bites,11am to 9pm(Mon-Sun),Average,3.4,16,Dehradun
Katiyar Bake Shop,250,"Bakery,Sandwich",Dehradun,Dharampur,https://www.zomato.com/dehradun/katiyar-bake-shop-dharampur/info,22,Bakery,11am to 10pm(Mon-Sun),Average,3.2,6,Dehradun
Tit Bit's Bakers,250,"Fast Food,Desserts,Bakery",Dehradun,Balliwala,https://www.zomato.com/dehradun/tit-bits-bakers-balliwala/info,22,Quick Bites,10am to 9pm(Mon-Sun),Average,3.3,13,Dehradun
Spice Indian Corner,500,"North Indian,Chinese",Dehradun,Race Course,https://www.zomato.com/dehradun/spice-indian-corner-race-course/info,22,Casual Dining,9am to 1030pm(Mon-Sun),Average,3.0,7,Dehradun
Goli,150,Fast Food,Dehradun,Malsi,https://www.zomato.com/dehradun/goli-malsi/info,22,Quick Bites,8am to 9pm(Mon-Sun),Average,3.2,8,Dehradun
Hotel Shree Ram - JB Foods,500,"Chinese,North Indian,South Indian",Dehradun,Race Course,https://www.zomato.com/dehradun/hotel-shree-ram-jb-foods-race-course/info,22,Dhaba,10am to 10pm(Mon-Sun),Average,2.7,17,Dehradun
Sunil Sweet Shop,150,"Street Food,Mithai",Dehradun,Dharampur,https://www.zomato.com/dehradun/sunil-sweet-shop-1-dharampur/info,22,Quick Bites,9am to 9pm(Mon-Sun),Average,3.2,10,Dehradun
Gurukripa fooda,200,North Indian,Dehradun,Karanpur,https://www.zomato.com/dehradun/gurukripa-fooda-karanpur/info,22,Quick Bites,9am to 10pm(Mon-Sun),Average,3.1,6,Dehradun
Kailash Bhojnalya,100,North Indian,Dehradun,Race Course,https://www.zomato.com/dehradun/kailash-bhojnalya-race-course/info,22,Dhaba,11am to 10pm(Mon-Sun),Average,3.1,6,Dehradun
The Global Bakers,300,Bakery,Dehradun,Paltan Bazaar,https://www.zomato.com/dehradun/the-global-bakers-1-paltan-bazaar/info,22,Bakery,10am to 10pm(Mon-Sun),Average,3.2,7,Dehradun
Chennai Express,300,South Indian,Dehradun,Crossroads Mall-- Karanpur,https://www.zomato.com/dehradun/chennai-express-karanpur/info,22,Food Court,11am to 10pm(Mon-Sun),Average,2.7,4,Dehradun
Mukhiya's,500,North Indian,Dehradun,Malsi,https://www.zomato.com/dehradun/mukhiyas-malsi/info,22,Quick Bites,8am to 10pm(Mon-Sun),Average,3.1,14,Dehradun
Jaiswal's Restaurant and Confectionery,400,North Indian,Dehradun,Dharampur,https://www.zomato.com/dehradun/jaiswals-restaurant-and-confectionery-dharampur/info,22,Quick Bites,8am to 10pm(Mon-Sun),Average,2.9,4,Dehradun
Chatar Patar,400,"Fast Food,Street Food,Momos",Dehradun,Hathibarkala Salwala,https://www.zomato.com/dehradun/chatar-patar-hathibarkala-salwala/info,23,Quick Bites,8am to 11pm(Mon-Sun),Good,3.8,79,Dehradun
Mr Burger Hut,300,Fast Food,Dehradun,Subhash Nagar,https://www.zomato.com/dehradun/mr-burger-hut-subhash-nagar/info,23,Quick Bites,(Mon-Sun),Average,3.4,19,Dehradun
Pearl Lounge - Hotel The Pearl Grand,800,"North Indian,Chinese,South Indian",Dehradun,Majra,https://www.zomato.com/dehradun/pearl-lounge-hotel-the-pearl-grand-majra/info,23,Casual Dining,730am to 1030pm(Mon-Sun),Average,3.2,9,Dehradun
#Chaap Republic,180,Fast Food,Dehradun,Jakhan,https://www.zomato.com/dehradun/chaap-republic-1-jakhan/info,23,Quick Bites,5pm to 10pm(Mon-Sun),Average,3.3,10,Dehradun
Sardarji Di Rasoi,150,North Indian,Dehradun,Jakhan,https://www.zomato.com/dehradun/sardarji-di-rasoi-jakhan/info,23,Quick Bites,11am to 10pm(Mon-Sun),,NEW,NEW,Dehradun
Tandoori Dhaba,150,North Indian,Dehradun,Paltan Bazaar,https://www.zomato.com/dehradun/tandoori-dhaba-paltan-bazaar/info,23,Dhaba,12noon to 1030pm(Mon-Sun),Average,2.8,7,Dehradun
Doon Chaat Bhandar,100,"Chinese,Street Food",Dehradun,Race Course,https://www.zomato.com/dehradun/doon-chaat-bhandar-race-course/info,23,Quick Bites,530pm to 10pm(Mon-Sun),,NEW,NEW,Dehradun
Las Vegas Multi Cuisine Restaurant,250,"Chinese,South Indian,Fast Food",Dehradun,Paltan Bazaar,https://www.zomato.com/dehradun/las-vegas-multi-cuisine-restaurant-paltan-bazaar/info,23,Quick Bites,10am to 10pm(Mon-Sun),Average,2.9,10,Dehradun
Jaideep Restaurant,350,North Indian,Dehradun,Hathibarkala Salwala,https://www.zomato.com/dehradun/jaideep-restaurant-hathibarkala-salwala/info,23,none,8am to 10pm(Mon-Sun),Average,3.4,18,Dehradun
The Wall Cafe,500,Cafe,Dehradun,Jakhan,https://www.zomato.com/dehradun/the-wall-cafe-jakhan/info,23,Café,11am to 10pm(Mon-Sun),Average,3.2,10,Dehradun
